,file,class
3167,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\000bf685-b305-408b-91f4-37030f8e62db___GH_HL Leaf 308.1_flipTB.JPG,Tomato___healthy
3168,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\000bf685-b305-408b-91f4-37030f8e62db___GH_HL Leaf 308.1_new30degFlipLR.JPG,Tomato___healthy
3169,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\000bf685-b305-408b-91f4-37030f8e62db___GH_HL Leaf 308.1_newPixel25.JPG,Tomato___healthy
3170,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0031da2a-8edd-468f-a8b1-106657717a32___RS_HL 0105.JPG,Tomato___healthy
3171,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\003944fc-3b99-4a0f-9ed4-0e07352fd8b3___RS_HL 9844.JPG,Tomato___healthy
3172,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\00bce074-967b-4d50-967a-31fdaa35e688___RS_HL 0223.JPG,Tomato___healthy
3173,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\00bce074-967b-4d50-967a-31fdaa35e688___RS_HL 0223_180deg.JPG,Tomato___healthy
3174,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\00bce074-967b-4d50-967a-31fdaa35e688___RS_HL 0223_new30degFlipLR.JPG,Tomato___healthy
3175,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\00bce074-967b-4d50-967a-31fdaa35e688___RS_HL 0223_newPixel25.JPG,Tomato___healthy
3176,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\01700b46-3800-46c6-ab81-09a5f50af525___RS_HL 0108.JPG,Tomato___healthy
3177,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0172e56c-8bb8-4e75-8ac7-509df81393e8___RS_HL 0580.JPG,Tomato___healthy
3178,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\017a4026-813a-4983-887a-4052bb78c397___RS_HL 0218.JPG,Tomato___healthy
3179,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0184dc6b-bfc1-4515-ac59-bbadaf524e1a___GH_HL Leaf 422.1.JPG,Tomato___healthy
3180,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\01c1da17-8d9f-4d69-8a1e-58d37453d3c3___RS_HL 9641.JPG,Tomato___healthy
3181,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\01c1da17-8d9f-4d69-8a1e-58d37453d3c3___RS_HL 9641_180deg.JPG,Tomato___healthy
3182,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\01c1da17-8d9f-4d69-8a1e-58d37453d3c3___RS_HL 9641_flipTB.JPG,Tomato___healthy
3183,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\01c1da17-8d9f-4d69-8a1e-58d37453d3c3___RS_HL 9641_new30degFlipLR.JPG,Tomato___healthy
3184,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\01c1da17-8d9f-4d69-8a1e-58d37453d3c3___RS_HL 9641_newPixel25.JPG,Tomato___healthy
3185,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\01f98912-9627-4ce0-8f0f-e451b7acbb6c___RS_HL 0509.JPG,Tomato___healthy
3186,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\01f98912-9627-4ce0-8f0f-e451b7acbb6c___RS_HL 0509_180deg.JPG,Tomato___healthy
3187,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\01f98912-9627-4ce0-8f0f-e451b7acbb6c___RS_HL 0509_new30degFlipLR.JPG,Tomato___healthy
3188,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\01f98912-9627-4ce0-8f0f-e451b7acbb6c___RS_HL 0509_newPixel25.JPG,Tomato___healthy
3189,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\025bc454-a051-42d2-b547-316f8cc3dc55___GH_HL Leaf 297.JPG,Tomato___healthy
3190,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\02b4afdf-e1de-4c0e-a38d-3f19afeb9ea9___RS_HL 0493.JPG,Tomato___healthy
3191,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\02b4afdf-e1de-4c0e-a38d-3f19afeb9ea9___RS_HL 0493_180deg.JPG,Tomato___healthy
3192,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\02b4afdf-e1de-4c0e-a38d-3f19afeb9ea9___RS_HL 0493_new30degFlipLR.JPG,Tomato___healthy
3193,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\02b4afdf-e1de-4c0e-a38d-3f19afeb9ea9___RS_HL 0493_newPixel25.JPG,Tomato___healthy
3194,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\02d94768-da6d-4c1a-b8b3-fa2e5a2fcd4d___RS_HL 0449_180deg.JPG,Tomato___healthy
3195,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\02d94768-da6d-4c1a-b8b3-fa2e5a2fcd4d___RS_HL 0449_flipTB.JPG,Tomato___healthy
3196,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\02d94768-da6d-4c1a-b8b3-fa2e5a2fcd4d___RS_HL 0449_new30degFlipLR.JPG,Tomato___healthy
3197,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\02d94768-da6d-4c1a-b8b3-fa2e5a2fcd4d___RS_HL 0449_newPixel25.JPG,Tomato___healthy
3198,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0326b4b6-0f25-47af-bfd9-d8fec314a4f5___RS_HL 0621.JPG,Tomato___healthy
3199,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0372686b-04b2-4a25-98da-5801747fa1af___RS_HL 0391.JPG,Tomato___healthy
3200,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\03bc8804-bc25-4930-b9bf-35c35920dc3f___RS_HL 9940.JPG,Tomato___healthy
3201,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\03bc8804-bc25-4930-b9bf-35c35920dc3f___RS_HL 9940_180deg.JPG,Tomato___healthy
3202,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\03bc8804-bc25-4930-b9bf-35c35920dc3f___RS_HL 9940_flipTB.JPG,Tomato___healthy
3203,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\03bc8804-bc25-4930-b9bf-35c35920dc3f___RS_HL 9940_new30degFlipLR.JPG,Tomato___healthy
3204,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\03bc8804-bc25-4930-b9bf-35c35920dc3f___RS_HL 9940_newPixel25.JPG,Tomato___healthy
3205,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\04141939-3a8c-47b2-a582-e8371ccc120f___RS_HL 0275.JPG,Tomato___healthy
3206,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\042d59c2-2fd8-45c2-91bb-c0a05dd07f30___RS_HL 0257.JPG,Tomato___healthy
3207,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\04483b12-5e9c-4e74-a5b6-e8c87f60b43f___GH_HL Leaf 439.JPG,Tomato___healthy
3208,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\04c78dad-c1eb-4a1b-bfeb-da4c7cc528e1___RS_HL 9688_180deg.JPG,Tomato___healthy
3209,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\04c78dad-c1eb-4a1b-bfeb-da4c7cc528e1___RS_HL 9688_flipTB.JPG,Tomato___healthy
3210,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\04c78dad-c1eb-4a1b-bfeb-da4c7cc528e1___RS_HL 9688_new30degFlipLR.JPG,Tomato___healthy
3211,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\04c78dad-c1eb-4a1b-bfeb-da4c7cc528e1___RS_HL 9688_newPixel25.JPG,Tomato___healthy
3212,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\04dec2d5-560b-4f34-a4a1-36b034031e4d___RS_HL 0516.JPG,Tomato___healthy
3213,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\050e7bff-2f2d-4c92-9422-05ce93f1d5a9___RS_HL 0097.JPG,Tomato___healthy
3214,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\05598cc1-60b9-4436-a233-973c42eff2d6___GH_HL Leaf 503.1.JPG,Tomato___healthy
3215,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0576ef4b-c843-4dfb-b148-c917f7d605b7___GH_HL Leaf 299.JPG,Tomato___healthy
3216,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\058ade43-2361-4039-bbe5-0ac661828c01___GH_HL Leaf 325.1.JPG,Tomato___healthy
3217,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\06040967-7b02-43b5-a3fc-4490a9a7ded6___RS_HL 0508.JPG,Tomato___healthy
3218,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\061bd6f1-8532-4bc8-977d-bc48ffab4ac3___RS_HL 0476.JPG,Tomato___healthy
3219,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\062c4b5a-59d7-4bc8-a1d0-abdeb6fc9c0e___RS_HL 0295.JPG,Tomato___healthy
3220,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\063d05a7-1a53-4631-818d-44b34126974e___GH_HL Leaf 453.JPG,Tomato___healthy
3221,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\065cd824-d515-49f6-a68a-c1b6dd313472___RS_HL 0139.JPG,Tomato___healthy
3222,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\06639369-2e38-48cc-a27a-5b90388d227e___RS_HL 0389.JPG,Tomato___healthy
3223,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\06704d9f-3bbc-40cd-a5eb-258ed55e172b___GH_HL Leaf 491.1.JPG,Tomato___healthy
3224,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\068e324c-faf6-40d6-8f83-578907f1cac5___GH_HL Leaf 466.1.JPG,Tomato___healthy
3225,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\06d90ad5-eb13-49aa-ae04-3a4a5454963d___RS_HL 0620.JPG,Tomato___healthy
3226,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\06ee1c8d-fbe4-48e9-a1b2-fed7ed5539f7___GH_HL Leaf 293.JPG,Tomato___healthy
3227,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0764cff7-f198-467a-9afd-d9f0c7bcf7c9___RS_HL 0443.JPG,Tomato___healthy
3228,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0782c04b-2a91-4e10-89a7-cf3d3e48be82___RS_HL 9645.JPG,Tomato___healthy
3229,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\07b44f68-fa0b-44b5-91cc-c6a7144fcc93___RS_HL 0357.JPG,Tomato___healthy
3230,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\07c3c887-da7d-4c81-b6ae-fabd1fb0ba5a___RS_HL 9681.JPG,Tomato___healthy
3231,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\07cb5416-a029-467f-a306-252c2a64d2e6___RS_HL 0543.JPG,Tomato___healthy
3232,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\083426c2-0042-4788-91ea-b7d93395c24a___RS_HL 9929.JPG,Tomato___healthy
3233,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0864ab65-d40d-4902-8213-09df86cf049e___GH_HL Leaf 400.JPG,Tomato___healthy
3234,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\08c1c1e5-bb78-44d5-b46f-a86386c0ef3b___RS_HL 0063.JPG,Tomato___healthy
3235,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0902aa8e-e4f7-4c29-b11a-b2b7f24fe61c___GH_HL Leaf 228.1.JPG,Tomato___healthy
3236,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0920bfd6-6c70-432b-be33-cccb6abb0f31___GH_HL Leaf 181.1.JPG,Tomato___healthy
3237,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0971aa89-8f72-4f66-b4ee-dceca73add54___GH_HL Leaf 318.JPG,Tomato___healthy
3238,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0972d906-c7f6-4c30-80f5-6c665ea36770___RS_HL 0115.JPG,Tomato___healthy
3239,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0988fc05-ee41-4e17-9f28-fbdd03266ae6___RS_HL 9928.JPG,Tomato___healthy
3240,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\09c0d78a-c9ca-4dc4-aa10-e25530890b20___GH_HL Leaf 424.1.JPG,Tomato___healthy
3241,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\09e0f4bb-e933-4969-8097-58cf47065790___RS_HL 0387.JPG,Tomato___healthy
3242,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a0d6a11-ddd6-4dac-8469-d5f65af5afca___RS_HL 0555.JPG,Tomato___healthy
3243,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a0d6a11-ddd6-4dac-8469-d5f65af5afca___RS_HL 0555_flipTB.JPG,Tomato___healthy
3244,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a0d6a11-ddd6-4dac-8469-d5f65af5afca___RS_HL 0555_new30degFlipLR.JPG,Tomato___healthy
3245,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a0d6a11-ddd6-4dac-8469-d5f65af5afca___RS_HL 0555_newPixel25.JPG,Tomato___healthy
3246,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a205a11-1e64-49f7-93c2-ad59312b4f83___RS_HL 0334.JPG,Tomato___healthy
3247,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a205a11-1e64-49f7-93c2-ad59312b4f83___RS_HL 0334_180deg.JPG,Tomato___healthy
3248,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a205a11-1e64-49f7-93c2-ad59312b4f83___RS_HL 0334_flipTB.JPG,Tomato___healthy
3249,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a205a11-1e64-49f7-93c2-ad59312b4f83___RS_HL 0334_new30degFlipLR.JPG,Tomato___healthy
3250,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a205a11-1e64-49f7-93c2-ad59312b4f83___RS_HL 0334_newPixel25.JPG,Tomato___healthy
3251,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a31e630-0d98-416b-b0e4-88a88aad1dc5___RS_HL 9653.JPG,Tomato___healthy
3252,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a31e630-0d98-416b-b0e4-88a88aad1dc5___RS_HL 9653_180deg.JPG,Tomato___healthy
3253,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a31e630-0d98-416b-b0e4-88a88aad1dc5___RS_HL 9653_flipTB.JPG,Tomato___healthy
3254,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a31e630-0d98-416b-b0e4-88a88aad1dc5___RS_HL 9653_new30degFlipLR.JPG,Tomato___healthy
3255,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a31e630-0d98-416b-b0e4-88a88aad1dc5___RS_HL 9653_newPixel25.JPG,Tomato___healthy
3256,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a334ae6-bea3-4453-b200-85e082794d56___GH_HL Leaf 310.1.JPG,Tomato___healthy
3257,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a334ae6-bea3-4453-b200-85e082794d56___GH_HL Leaf 310.1_new30degFlipLR.JPG,Tomato___healthy
3258,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a334ae6-bea3-4453-b200-85e082794d56___GH_HL Leaf 310.1_newPixel25.JPG,Tomato___healthy
3259,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a86ddc0-4950-4efc-9260-0f16d4db046b___RS_HL 0469.JPG,Tomato___healthy
3260,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a86ddc0-4950-4efc-9260-0f16d4db046b___RS_HL 0469_180deg.JPG,Tomato___healthy
3261,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a86ddc0-4950-4efc-9260-0f16d4db046b___RS_HL 0469_flipTB.JPG,Tomato___healthy
3262,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a86ddc0-4950-4efc-9260-0f16d4db046b___RS_HL 0469_new30degFlipLR.JPG,Tomato___healthy
3263,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a86ddc0-4950-4efc-9260-0f16d4db046b___RS_HL 0469_newPixel25.JPG,Tomato___healthy
3264,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a9986e6-b629-4ff5-8aab-7488ea9b935b___RS_HL 9704.JPG,Tomato___healthy
3265,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a9986e6-b629-4ff5-8aab-7488ea9b935b___RS_HL 9704_180deg.JPG,Tomato___healthy
3266,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0a9986e6-b629-4ff5-8aab-7488ea9b935b___RS_HL 9704_flipTB.JPG,Tomato___healthy
3267,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0aacdad5-c9b9-4309-96e3-0797bbed1375___RS_HL 9836_180deg.JPG,Tomato___healthy
3268,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0aacdad5-c9b9-4309-96e3-0797bbed1375___RS_HL 9836_flipTB.JPG,Tomato___healthy
3269,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0aacdad5-c9b9-4309-96e3-0797bbed1375___RS_HL 9836_new30degFlipLR.JPG,Tomato___healthy
3270,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0aacdad5-c9b9-4309-96e3-0797bbed1375___RS_HL 9836_newPixel25.JPG,Tomato___healthy
3271,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0b330273-890c-4995-af72-cba070fc0061___GH_HL Leaf 312_180deg.JPG,Tomato___healthy
3272,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0b330273-890c-4995-af72-cba070fc0061___GH_HL Leaf 312_flipTB.JPG,Tomato___healthy
3273,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0b330273-890c-4995-af72-cba070fc0061___GH_HL Leaf 312_new30degFlipLR.JPG,Tomato___healthy
3274,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0b5cfce2-38fd-4984-8926-2d2911c48490___RS_HL 9733.JPG,Tomato___healthy
3275,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0b5cfce2-38fd-4984-8926-2d2911c48490___RS_HL 9733_180deg.JPG,Tomato___healthy
3276,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0b5cfce2-38fd-4984-8926-2d2911c48490___RS_HL 9733_flipTB.JPG,Tomato___healthy
3277,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0b5cfce2-38fd-4984-8926-2d2911c48490___RS_HL 9733_new30degFlipLR.JPG,Tomato___healthy
3278,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0bfe260c-a71e-474e-bfb1-78f1e5ca5698___RS_HL 0497.JPG,Tomato___healthy
3279,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0bfe260c-a71e-474e-bfb1-78f1e5ca5698___RS_HL 0497_180deg.JPG,Tomato___healthy
3280,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0bfe260c-a71e-474e-bfb1-78f1e5ca5698___RS_HL 0497_new30degFlipLR.JPG,Tomato___healthy
3281,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0bfe260c-a71e-474e-bfb1-78f1e5ca5698___RS_HL 0497_newPixel25.JPG,Tomato___healthy
3282,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0c3eaf2d-8203-441d-9248-1c64e00b5b8b___RS_HL 0018.JPG,Tomato___healthy
3283,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0c3eaf2d-8203-441d-9248-1c64e00b5b8b___RS_HL 0018_flipTB.JPG,Tomato___healthy
3284,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0c4b06d5-4053-44fc-99b6-504934fdd3a9___GH_HL Leaf 199.1.JPG,Tomato___healthy
3285,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0c4b06d5-4053-44fc-99b6-504934fdd3a9___GH_HL Leaf 199.1_flipTB.JPG,Tomato___healthy
3286,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0c4b06d5-4053-44fc-99b6-504934fdd3a9___GH_HL Leaf 199.1_newPixel25.JPG,Tomato___healthy
3287,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0c8c9c80-b7e0-47a7-81d3-b5a2174e545d___GH_HL Leaf 496.1.JPG,Tomato___healthy
3288,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0c8c9c80-b7e0-47a7-81d3-b5a2174e545d___GH_HL Leaf 496.1_flipTB.JPG,Tomato___healthy
3289,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0c8c9c80-b7e0-47a7-81d3-b5a2174e545d___GH_HL Leaf 496.1_newPixel25.JPG,Tomato___healthy
3290,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0cabff41-b00b-4692-98af-6b8b0aeba7aa___RS_HL 9774.JPG,Tomato___healthy
3291,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0cabff41-b00b-4692-98af-6b8b0aeba7aa___RS_HL 9774_flipTB.JPG,Tomato___healthy
3292,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0caff918-5807-40f2-b9e4-7dd34a7bab5d___RS_HL 0345_180deg.JPG,Tomato___healthy
3293,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0caff918-5807-40f2-b9e4-7dd34a7bab5d___RS_HL 0345_flipTB.JPG,Tomato___healthy
3294,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0caff918-5807-40f2-b9e4-7dd34a7bab5d___RS_HL 0345_newPixel25.JPG,Tomato___healthy
3295,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0cb10f98-491d-4e1f-b8ea-4fb0f1b3675f___GH_HL Leaf 333.JPG,Tomato___healthy
3296,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0cb10f98-491d-4e1f-b8ea-4fb0f1b3675f___GH_HL Leaf 333_flipTB.JPG,Tomato___healthy
3297,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0cb10f98-491d-4e1f-b8ea-4fb0f1b3675f___GH_HL Leaf 333_new30degFlipLR.JPG,Tomato___healthy
3298,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0cb10f98-491d-4e1f-b8ea-4fb0f1b3675f___GH_HL Leaf 333_newPixel25.JPG,Tomato___healthy
3299,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0cfee8b1-5de4-4118-9e25-f9c37bb6f17e___GH_HL Leaf 252.JPG,Tomato___healthy
3300,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0cfee8b1-5de4-4118-9e25-f9c37bb6f17e___GH_HL Leaf 252_flipTB.JPG,Tomato___healthy
3301,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0cfee8b1-5de4-4118-9e25-f9c37bb6f17e___GH_HL Leaf 252_new30degFlipLR.JPG,Tomato___healthy
3302,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0cfee8b1-5de4-4118-9e25-f9c37bb6f17e___GH_HL Leaf 252_newPixel25.JPG,Tomato___healthy
3303,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0d259481-e08d-459d-aa92-fe05e1524742___GH_HL Leaf 253.1.JPG,Tomato___healthy
3304,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0d259481-e08d-459d-aa92-fe05e1524742___GH_HL Leaf 253.1_180deg.JPG,Tomato___healthy
3305,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0d259481-e08d-459d-aa92-fe05e1524742___GH_HL Leaf 253.1_flipTB.JPG,Tomato___healthy
3306,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0d259481-e08d-459d-aa92-fe05e1524742___GH_HL Leaf 253.1_newPixel25.JPG,Tomato___healthy
3307,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0d2bcda8-8dae-408e-8919-21dfa6cc9eea___RS_HL 0335.JPG,Tomato___healthy
3308,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0d2bcda8-8dae-408e-8919-21dfa6cc9eea___RS_HL 0335_180deg.JPG,Tomato___healthy
3309,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0d2bcda8-8dae-408e-8919-21dfa6cc9eea___RS_HL 0335_flipTB.JPG,Tomato___healthy
3310,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0d2bcda8-8dae-408e-8919-21dfa6cc9eea___RS_HL 0335_new30degFlipLR.JPG,Tomato___healthy
3311,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0d2bcda8-8dae-408e-8919-21dfa6cc9eea___RS_HL 0335_newPixel25.JPG,Tomato___healthy
3312,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0d3691ab-5413-4313-870e-9e5d2faf33ea___RS_HL 9958.JPG,Tomato___healthy
3313,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___healthy\0d3691ab-5413-4313-870e-9e5d2faf33ea___RS_HL 9958_180deg.JPG,Tomato___healthy
